position,title,place_id,data_id,data_cid,provider_id,rating,reviews,type,types,type_id,address,latitude,longitude,phone,website,hours,open_state,operating_hours_detailed,price,price_level,accessibility,payment_methods,service_options,amenities,user_review_highlight,thumbnail,serpapi_thumbnail,reviews_link,photos_link,place_id_search,cidade_oficial,categoria_governo,data_extracao_oficial,auditoria_governo
5,XZL Artesanato,ChIJd3zP11mZpgARkcrztA8473Y,0xa69959d7cf7c77:0x76ef380fb4f3ca91,8570130256020884113,/g/11sscg8ybb,4,45,Loja de materiais para artesanato,"Loja de materiais para artesanato, Loja de produtos de beleza, Loja de presentes",craft_store,"R. dos Tamóios, 466 - Centro, Belo Horizonte - MG, 30120-050, Brasil",-19.9198008,-43.94076,+55 31 98484-2032,https://www.instagram.com/xzlartesanato?igsh=MXZmZXYyb2JrN203Zg==,Fecha em breve ⋅ 19:30 ⋅ Abre ter. às 08:00,Fecha em breve ⋅ 19:30 ⋅ Abre ter. às 08:00,segunda-feira: 08:00–19:30; terça-feira: 08:00–19:30; quarta-feira: 08:00–19:30; quinta-feira: 08:00–19:30; sexta-feira: 08:00–19:30; sábado: 08:00–16:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito","Compras na loja, Serviços no local",,,https://lh3.googleusercontent.com/p/AF1QipNXWWGio6Lxc0lBQ2IEe_tpH_jIq-GGoIh403fi=w80-h106-k-no,https://serpapi.com/images/url/iMENenicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngFxEe7p6Zb-ZTkWyQ4xRo5OmaGl9S4BGf5Vmo6-6e75lhYmCclmlbbmGgm2FoYKabrZuXDwChpSDp,https://serpapi.com/search.json?data_id=0xa69959d7cf7c77%3A0x76ef380fb4f3ca91&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa69959d7cf7c77%3A0x76ef380fb4f3ca91&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJd3zP11mZpgARkcrztA8473Y,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
6,Fonseca Artesanato,ChIJBzMuuTDHoQARqiKmpgbDr3s,0xa1c730b92e3307:0x7bafc306a6a622aa,8912556620922626730,/g/11m_fds8fn,5,2,Artesanato,Artesanato,handicraft,"Av. Min. Gabriel Passos, 682 - loja 1 e 2 - COHAB, Santa Cruz de Minas - MG, 36328-000, Brasil",-21.1222565,-44.2275643,+55 32 99831-5983,https://www.instagram.com/fonsecaartesanato/,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–18:00; domingo: 09:00–13:00,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Móveis lindos ,alta qualidade e o atendimento da Renata impecável.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noIY8Eg0REJiQkZw82Bkxr139NuVbTa4-vKk__JsR4q4BNxW6dRW73yb6IVhhynOFdKz4NFImBBwuHfdEKg0FlsqotGA_cMCr4qBH1LO-vunVWCSnfoawEIt0oFlTvRVLi6Qw5w=w80-h142-k-no,https://serpapi.com/images/url/y0OjjHicBcFLDoIwFADAE5WPVEQTF5SAIooRDUQ3RPm0BuwTWqh6Pw_hbZz5fZmUT7HQ9ZZZGgWgbTWIqi-Ay4pLrYCHTp8CFQIJ3fXmDHMIz45PjcTf3A_NRTkT0rx605rHQ3o7XTEaoybPNyLBHSbxK7PLJJtZ75sdpoy9-T4oow-Og_BBiBrWdelH1Aha0YFcuXmx83rckbW53aNx4GnmHXkNV-WH0oCgPY1Jur3bBzVVS-UYiJl4ghrE4Q-PEERc,https://serpapi.com/search.json?data_id=0xa1c730b92e3307%3A0x7bafc306a6a622aa&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa1c730b92e3307%3A0x7bafc306a6a622aa&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJBzMuuTDHoQARqiKmpgbDr3s,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
7,D'corações Artesanato,ChIJn68fPj-loQARQIvCZWmB7UI,0xa1a53f3e1faf9f:0x42ed816965c28b40,4822653065662466880,/g/1ptxfsxll,4.8,502,Artesanato,"Artesanato, Loja de móveis rústicos",handicraft,"Av. Alfredo Penido, 1397 - Centro, Resende Costa - MG, 36340-000, Brasil",-20.9321394,-44.2265985,+55 32 99844-1588,,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–18:00; domingo: 09:30–17:00,,,"Banheiro com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Atendimento simpático e atencioso, produtos de excelente qualidade .""",https://lh3.googleusercontent.com/p/AF1QipMN9NmjmlVf_QkSg29o0jVPk8kywYSj3CDxj4Tk=w163-h92-k-no,https://serpapi.com/images/url/HNPghXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng62fpl5uVmxOWFh-YHZxuZJlvkBUWkG2RXVkeGZxl7OxSkWUSkm1bbmhmrJthaaSbrZuXDwC1SyGc,https://serpapi.com/search.json?data_id=0xa1a53f3e1faf9f%3A0x42ed816965c28b40&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa1a53f3e1faf9f%3A0x42ed816965c28b40&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJn68fPj-loQARQIvCZWmB7UI,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
8,Lojas Bibelô,ChIJV6dc1fyZpgAR1tPp-qUbBQ8,0xa699fcd55ca757:0xf051ba5fae9d3d6,1082301685145654230,/g/1yg4fj8cj,4.4,12878,Loja de materiais para artesanato,"Loja de materiais para artesanato, Armarinho",craft_store,"R. São Paulo, 656 - Loja C4 - Centro, Belo Horizonte - MG, 30170-130, Brasil",-19.9191668,-43.9404228,+55 31 3212-4812,https://bit.ly/WhatsAppLojasBibelo,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–13:30; domingo: Fechado,,,Entrada com acessibilidade para pessoas em cadeira de rodas,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Retirada na loja, Compras na loja",,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npqujKxTdYccLkJQGDUbqEyxSq575K6XXTmNNz5Vy4fCxfWHGatNnRXYhFjZ5HUJOCg6GiL_IDyo2BWEpsc2GhZcEY8lUU66VxFeqZV7S4lYVJ6JM_eYp5iXg9jnK0TCg76VfmxMA=w80-h142-k-no,https://serpapi.com/images/url/R2Bo-3icBcHhcoIgAADgJyLLCdbu9qOZWVrutpTEP10RQqaAQTfcC-4Z9jb7vr9fYa02r57XiZcJV4p37GnYgyppmbQTqnqPawOoAcZbRgsRSD0828wVV0Lp7p5-JqvyMsSjOwwwhBmqqqLP8x-Ix6CJXHPcJGeby6-KiHVbw02ZfkQcJbfdabsalf9-jLWhfiJqGpN5V5YIYbdmQ43DQ9ARnKJ0f2JEw1vFF63MpkXEQ4Sb3u2Xb9_zKRCzwAd3INU_fnZE7w,https://serpapi.com/search.json?data_id=0xa699fcd55ca757%3A0xf051ba5fae9d3d6&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa699fcd55ca757%3A0xf051ba5fae9d3d6&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJV6dc1fyZpgAR1tPp-qUbBQ8,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
9,Feira Hippie - Vânia Velloso Pintura Abstrata (Feira de Artes e Artesanato de Belo Horizonte),ChIJaS-TRmWZpgARwGsy3-G2hvY,0xa6996546932f69:0xf686b6e1df326bc0,17764086861438020544,/g/11gsly5wrf,4.7,294,Feira de artesanato,"Feira de artesanato, Galeria de Arte, Artista, Artesanatos, Feira livre, Designer de interiores",handicraft_fair,"Feira Hippie (Vânia Velloso Pintura Abstrata Quadros Abstratos - Feira de artes e artesanato de, Centro, Belo Horizonte - MG, 30130-005, Brasil",-19.9234297,-43.935798399999996,+55 31 98844-1806,https://instagram.com/vaniavellosopinturaabstrata?utm_source=ig_profile_share&igshid=1s6sd9plllogv,Fechado ⋅ Abre dom. às 05:00,Fechado ⋅ Abre dom. às 05:00,segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: Fechado; quinta-feira: Fechado; sexta-feira: Fechado; sábado: Fechado; domingo: 05:00–14:00,,,"Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4normyvHsvBX8MZDZC8pgxSk5IU_13B241KwmYpb_LptrKgRcJA1EJEjzNO1bWJFJSMwAy6bQmLCPdOjq3TMHRY5MejgsAtoUZaOdnHj8KP80wpfENbjaY1IB3RViFwQJYmBtIzJ=w80-h106-k-no,https://serpapi.com/images/url/VTR1THicBcHtFoEwAADQJ5qacMY5flRyaknks_44SpaxD20M7-chvI17f99Ga6lGlnVrnA4Rgtzqh6rbSnBdc92pBLOIVKBSQFmuP2x6XLTs_QzV09ujpJgUPpLktbr2o80BOl63B2PDclkeZlK3Mckq7MIAB_QzT2G5w1O8Soz7HpRLNvMXp5TenXUSZnk_qSlRrhab4pieeEhRvEC2kedgXtJjDiPPybaXqVninHk6-uCxQTZooD0AV8DFH83hRGE,https://serpapi.com/search.json?data_id=0xa6996546932f69%3A0xf686b6e1df326bc0&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa6996546932f69%3A0xf686b6e1df326bc0&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJaS-TRmWZpgARwGsy3-G2hvY,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
10,Arte & Trança Indústria de Cordoes,ChIJ4ay6nx57ogARH5wvcKlaNYQ,0xa27b1e9fbaace1:0x84355aa9702f9c1f,9526620270550293535,/g/11hs3vqdm2,5,2,Escritório da empresa,Escritório da empresa,corporate_office,"Rodovia MG 353 _ 120, Cel. Pacheco - MG, Brasil",-21.5884635,-43.259980299999995,+55 32 3258-1236,http://www.arttranca.com.br/,Fechado ⋅ Abre ter. às 07:00,Fechado ⋅ Abre ter. às 07:00,segunda-feira: 07:00–17:00; terça-feira: 07:00–17:00; quarta-feira: 07:00–17:00; quinta-feira: 07:00–17:00; sexta-feira: 07:00–17:00; sábado: Fechado; domingo: Fechado,,,Entrada com acessibilidade para pessoas em cadeira de rodas,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6AzIqVuJLPvMZw7qXn-26EcP3lAMk54Jb-PJ04JieZ9MTp8MjolAPjB01KI36MvfHcqxcH--5iPcAkLpaC-l7eBUchHzKBUdTaPQ1qzPsAqtEr7zfl-8uffrFFcijl-xx3uuxoA=w141-h92-k-no,https://serpapi.com/images/url/ix1MI3icBcFBjoIwFADQE30RQRCTWRSjQbRJTXRi3Om3UKC2lLZKuKBnmNvMe39f4Vxv10EgRTSrta4l95YPqJXjys1Qv4K6t4AWbEA2mYiVTsi0N7--PLI3vX1Sc1WwSLbIIklot4zLB7ByHpcNv2X03K9oqyVhbT4PD_sooe-qQDNiAbBsGJLu2N83IFOeX1AU0yG_PM93dgrNxCwxbjukUyVh5atq2O2waSWMY-T9qMnPJ4xDENkCOlD6H8qSRJE,https://serpapi.com/search.json?data_id=0xa27b1e9fbaace1%3A0x84355aa9702f9c1f&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b1e9fbaace1%3A0x84355aa9702f9c1f&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ4ay6nx57ogARH5wvcKlaNYQ,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
11,Empório Vó Olívia,ChIJ7UQa9oNPogARGsNTyJHMwX0,0xa24f83f61a44ed:0x7dc1cc91c853c31a,9061748851749405466,/g/11h565t3lh,4.9,2840,Artesanato,"Artesanato, Centro de arte, Ateliê de arte, Central de artesanato, Loja de artigos colecionáveis, Loja de artigos domésticos, Decorador de interiores, Pintura, Loja de artigos religiosos, Loja",handicraft,"R. Cel. Albuquerque, 68 - Centro, Mercês - MG, 36190-000, Brasil",-21.1982479,-43.342451,+55 32 3489-0248,https://www.voolivia.com.br/,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–18:00; terça-feira: 08:00–18:00; quarta-feira: 08:00–18:00; quinta-feira: 08:00–18:00; sexta-feira: 08:00–18:00; sábado: 08:00–12:30; domingo: Fechado,,,"Assento com acessibilidade para pessoas em cadeira de rodas, Banheiro com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",Serviços no local,,"""Loja de artesanato maravilhosa, com preço justo e atendimento excelente.""",https://lh3.googleusercontent.com/p/AF1QipMXKda6tJorV9_23jqKcD5UGGEbevhLNNaDQfCs=w138-h92-k-no,https://serpapi.com/images/url/A3O-tnicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngG-GdkmhW4pVfFGYZb2ScVeid7GIa6u7umpRaluHj55foEpjmXGxbbmhsoZthaaSbrZuXDwCkHCEk,https://serpapi.com/search.json?data_id=0xa24f83f61a44ed%3A0x7dc1cc91c853c31a&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa24f83f61a44ed%3A0x7dc1cc91c853c31a&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ7UQa9oNPogARGsNTyJHMwX0,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
12,Artesanato De Resende Costa,ChIJuSYAzXGloQARfi4XFk9t8Ps,0xa1a571cd0026b9:0xfbf06d4f16172e7e,18154130284370931326,/g/11gf9d_7bj,4.7,66,Loja de artigos domésticos,Loja de artigos domésticos,home_goods_store,"Av. Alfredo Penido, 903 B - Asfalto, Resende Costa - MG, 36340-000, Brasil",-20.9312608,-44.2307402,+55 32 99842-3501,,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–18:00; domingo: Fechado,,,Assento com acessibilidade para pessoas em cadeira de rodas,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""A atendente Ana Claudia é muito gentil e da boas dicas do que escolher.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noB09DJ_uRhPHAI_y39ZKOhwM2IHLYTOSe68pItYGbjktJWpjS4Yr3tV8uoK2FvL1RH-hOJLtM8bKQ9pe41dFAt_Qq81_117H0ycaSs-RlvxHDQqNlhbFbpRgAkQhHT_yLhPPFI=w80-h106-k-no,https://serpapi.com/images/url/DaGpEHicBcFbjoIwFADQFRWoECwmfjBjmPJQXmYmzE8zMA03grTai8oCXYS78ZzXExC12dj2CK7VK9WPcjby2qkJ5YRWp852rw3pDDF2-BmAN6kPJ9glYq6g4GEsFjf4TXO471cxz5pjXkuf6Ribr_Y0YPKjT7XXXF38ZrNKV9EtoxUnkCcZ7lmbloGWHv2PQhTlhVFB6Zo7S_dXG1KNtwfflZfDCG3U6qoPhxL4USwZFEUUb-_MIUAdnwxkUm9HWkNS,https://serpapi.com/search.json?data_id=0xa1a571cd0026b9%3A0xfbf06d4f16172e7e&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa1a571cd0026b9%3A0xfbf06d4f16172e7e&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJuSYAzXGloQARfi4XFk9t8Ps,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
13,Ponto do Artesão,ChIJK6dG1vyZpgARy8mt5Dx2vGw,0xa699fcd646a72b:0x6cbc763ce4adc9cb,7835267455624530379,/g/1tfqh0rp,4.4,2059,Loja de materiais para artesanato,Loja de materiais para artesanato,craft_store,"R. Curitiba, 689 - Centro, Belo Horizonte - MG, 30170-121, Brasil",-19.918729,-43.941144,+55 31 3201-7051,http://www.pontodoartesao.com.br/,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–13:30; domingo: Fechado,,,Entrada com acessibilidade para pessoas em cadeira de rodas,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",Retirada na loja,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nombuBRQY9F6Cv9R1SdbW4UcsfgAXsAYc3yUWX3ol7Cagsk5q_pBoaeA0dkj0ebJIz0q1wlXZkZ-oP_AD2mFuWH3NAYyCK8jqO0nvh-8r3bk2GMXUD_PuwsGsmH2LMNsHbZ3VxlMZvrz4zq=w116-h92-k-no,https://serpapi.com/images/url/kPqqXXicBcFbcoIwFADQFUUeoVY604-Io9gWa-1QHj-MiTEZExLg8qjssQtwNz3n8Sf7voEXx9ESL4S1QvMBeMes6bnpF8zWjmgAMUDgkCiUgbE1HdanryLcLqMxPHnfF5oFKYOrIDmQguF7muXY6ufoLEA9tVWztmdO3Iu6uZy-7We39Sadl6pE9liRjV9vhyzGB1Lco_fVrf10zSjRqsNU-bskTzfVcZhgB3XsfyQHiGmJf351Uo7dHMzt6-R5SyRDHylk7D8N3Ueo,https://serpapi.com/search.json?data_id=0xa699fcd646a72b%3A0x6cbc763ce4adc9cb&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa699fcd646a72b%3A0x6cbc763ce4adc9cb&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJK6dG1vyZpgARy8mt5Dx2vGw,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
14,Sueli artesanato mineiro,ChIJjYamAj_HoQARW6EKc8TrPos,0xa1c73f02a6868d:0x8b3eebc4730aa15b,10033716248804237659,/g/11ssfcm7g4,4.8,5,Artesanato,Artesanato,handicraft,"Av. Min. Gabriel Passos, 1189 - COHAB, Santa Cruz de Minas - MG, 36328-000, Brasil",-21.1220253,-44.222901799999995,+55 32 98458-3389,,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–13:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito",,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKegMI4P-1u8mrINH9ZmnJlRz1Gtj5MSjdznhg4Z7eRx_VbSTa9DkRuFEOwudQ8oNvDPiQrQr44P0asN7plQZA05bQCYuE-HxK9egzLYa2Z8Wqr1wOvEifPICJNtM2QV_baV7H=w80-h106-k-no,https://serpapi.com/images/url/i43CYXicBcFtEoFAAADQE62KpTLjh6kolDYmoz-msnZRu9kPme7nEG7jvd-XKtXJuWE0dDIinJMGa4lFzZnCTI1q3hqkk6CWQBpLz6WQiS0mcQRTYGmnFVESukXLNk02WGv1mMaHx3VglMDCxtnnkleHY-n6z0yvgn2vr8jhydtP70ggAWFqljKxuwYVS3NaIe-sAxB-ti4mw-5cjgvn9BJWv38H91saeZtExWOUX6oyt8NF75iAWuYMPAHjf8caRC4,https://serpapi.com/search.json?data_id=0xa1c73f02a6868d%3A0x8b3eebc4730aa15b&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa1c73f02a6868d%3A0x8b3eebc4730aa15b&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJjYamAj_HoQARW6EKc8TrPos,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
15,Empório Arte de Minas,ChIJGQKx41-loQARMcewObV5ByI,0xa1a55fe3b10219:0x220779b539b0c731,2452062341390452529,/g/11kp91lq_8,5,4,Artesanato,Artesanato,handicraft,"R. Angelina Rodrigues Souza - Resende Costa, MG, 36340-000, Brasil",-20.930287699999997,-44.2315867,+55 32 99995-6173,http://emprioartedeminas.mercadoshops.com.br/,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–18:00; terça-feira: 08:00–18:00; quarta-feira: 08:00–18:00; quinta-feira: 08:00–18:00; sexta-feira: 08:00–18:00; sábado: 08:00–18:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Sem contar na variedade de produtos de minas.""",https://lh3.googleusercontent.com/p/AF1QipNlS3Xn2vsCBVgZs43e-u3n_Vrv_6G_lpN27lR0=w80-h106-k-no,https://serpapi.com/images/url/fLt5L3icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFnglxNsHJFnVFbs7BSWHlVsYpyqW2qcFx9WVBZv5h6fU-BnZJ4TZGBbbmGgm2FoYKabrZuXDwCmTSEO,https://serpapi.com/search.json?data_id=0xa1a55fe3b10219%3A0x220779b539b0c731&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa1a55fe3b10219%3A0x220779b539b0c731&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJGQKx41-loQARMcewObV5ByI,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
16,Artes das Gerais,ChIJP-sWXWmapgARRoV6_YIHo2U,0xa69a695d16eb3f:0x65a30782fd7a8546,7323705678214366534,/g/1ptzpbbn7,4.3,12,Artesanato,"Artesanato, Loja de Presentes, Loja de artigos religiosos",handicraft,"R. Júlio Pereira da Silva, 6 - Cidade Nova, Belo Horizonte - MG, 31170-360, Brasil",-19.8896566,-43.927917799999996,+55 31 2528-5009,https://www.instagram.com/artedasgeraisbh,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:30; terça-feira: 09:00–18:30; quarta-feira: 09:00–18:30; quinta-feira: 09:00–18:30; sexta-feira: 09:00–18:30; sábado: 09:00–14:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Vale ir nesta loja maravilhosa!""",https://lh3.googleusercontent.com/gps-proxy/ALd4DhFw_1iD_7fjfrX8byVMJBFkSdC0CjCQapDeGa1VrthLBPQBRq594RZkIiE2dbolaL6gRIAe3AYCnAbSkCqHxPcudwZeqexY397HjlUEN5cn2fKhm41R50dSutZg4OH-SL5fL_DS2-SjCs5LNxvze0lOIGD8yyUptzKLI4ClQ4cl80oTl_3LXoa2NDUXlx37s4QQv3g=w122-h92-k-no,https://serpapi.com/images/url/qGGDsXicBcHbckNAAADQ6UM_R7BWSWf6wEpCs02CyogX47IIG-uygnxqv6bn_L29V5x346co0krZlIyVlEwjGTLWctLyTcYeYtmNQjewZRUNnEOr2s-xfLdiraiLIdTT9frzbe4bP0cSqpGbdBY5JPJ14BU2L67p9eoWelHj3HcgTxlN8EfpOQZRjBtqjdRvUG8vl2zK54j0ZLkpW82uabA7qVkLimP1gLKnSrk_8aiEZ1vwsVrg2PKB4NdoVPFpeb6IRM_OwdLXNej464gdiKgLM6pL7JfGCg5ZAk5WENJF0Ubouk-l_JplAIRqC4RGaNk_ARpYaQ,https://serpapi.com/search.json?data_id=0xa69a695d16eb3f%3A0x65a30782fd7a8546&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa69a695d16eb3f%3A0x65a30782fd7a8546&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJP-sWXWmapgARRoV6_YIHo2U,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
17,Artesanamos Art & Decor,ChIJBa4ZO86PpgARqbzlBnbupDU,0xa68fce3b19ae05:0x35a4ee7606e5bca9,3865476570879999145,/g/11cn9ckzhf,4.8,14,Serviço de comércio eletrônico,"Serviço de comércio eletrônico, Artesanato, Decorador de interiores",e_commerce_service,"R. Cort. Juventino de Jesus, 71 - Luar de Minas, Belo Horizonte - MG, 31535-522, Brasil",-19.8139163,-43.975457399999996,+55 31 4111-1292,http://www.artesanamos.com.br/,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–18:00; terça-feira: 08:00–18:00; quarta-feira: 08:00–18:00; quinta-feira: 08:00–18:00; sexta-feira: 08:00–18:00; sábado: Fechado; domingo: Fechado,,,,Cartão de crédito,,,,https://lh3.googleusercontent.com/p/AF1QipPVrPp-E1PFGParAIKs7LOOTLFkQLlIGYQtdldD=w92-h92-k-no,https://serpapi.com/images/url/RMkLEHicuxmbUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQEFYUUKDrahjg5h6QWOTo6V1s7uPvH-Ljlh3ok-PpHhlYkpKT4mJbbmmkmwHE2bp5-QB2oyCw,https://serpapi.com/search.json?data_id=0xa68fce3b19ae05%3A0x35a4ee7606e5bca9&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa68fce3b19ae05%3A0x35a4ee7606e5bca9&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJBa4ZO86PpgARqbzlBnbupDU,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
